species;biomass;NumberAdults;TrapID;Exploratory;plot;PlotIDYear;month;year;Order;Suborder;Family;Genus;epitheton;subspecies;length;feeding_guild;LUI;replicate;Rep_ID
Oulema gallaeciana;3.696170856;1;AEG12-KEFJun2017;ALB;AEG12;AEG12_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Oulema;gallaeciana;;4;h;1.95;B;AEG12-KEFJun2017B
Macrosteles cristatus;2.935206124;1;AEG12-KEFJun2017;ALB;AEG12;AEG12_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;1.95;B;AEG12-KEFJun2017B
Javesella pellucida;2.575400943;1;AEG12-KEFJun2017;ALB;AEG12;AEG12_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;1.95;B;AEG12-KEFJun2017B
Errastunus ocellaris;6.727878879;3;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;2.02;A;AEG13-KEFAug2017A
Trigonotylus caelestialium;8.379764693;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;2.02;A;AEG13-KEFAug2017A
Macrosteles laevis;7.988385625;3;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.02;A;AEG13-KEFAug2017A
Polymerus microphthalmus;17.79038237;3;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Polymerus;microphthalmus;;5.1;h;2.02;A;AEG13-KEFAug2017A
Charagochilus gyllenhalii;2.950030287;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Charagochilus;gyllenhalii;;3.8;h;2.02;A;AEG13-KEFAug2017A
Megadelphax sordidulus;3.738201943;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Megadelphax;sordidulus;;4.15;h;2.02;A;AEG13-KEFAug2017A
Chorthippus parallelus;642.3367358;4;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;2.02;B;AEG13-KEFAug2017B
Polymerus microphthalmus;11.86025492;2;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Polymerus;microphthalmus;;5.1;h;2.02;B;AEG13-KEFAug2017B
Zyginidia scutellaris;1.524964859;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Zyginidia;scutellaris;;2.85;h;2.02;B;AEG13-KEFAug2017B
Megadelphax sordidulus;11.21460583;3;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Megadelphax;sordidulus;;4.15;h;2.02;B;AEG13-KEFAug2017B
Arthaldeus pascuellus;2.489696185;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.02;B;AEG13-KEFAug2017B
Macrosteles laevis;7.988385625;3;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.02;B;AEG13-KEFAug2017B
Errastunus ocellaris;8.970505171;4;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;2.02;B;AEG13-KEFAug2017B
Deltocephalus pulicaris;2.800772304;2;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.02;B;AEG13-KEFAug2017B
Stenodema holsata;10.54492257;1;AEG13-KEFAug2017;ALB;AEG13;AEG13_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Stenodema;holsata;;6.5;h;2.02;B;AEG13-KEFAug2017B
Errastunus ocellaris;2.242626293;1;AEG13-KEFJun2017;ALB;AEG13;AEG13_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;2.02;A;AEG13-KEFJun2017A
Deltocephalus pulicaris;1.400386152;1;AEG13-KEFJun2017;ALB;AEG13;AEG13_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.02;A;AEG13-KEFJun2017A
Arthaldeus pascuellus;2.489696185;1;AEG13-KEFJun2017;ALB;AEG13;AEG13_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.02;B;AEG13-KEFJun2017B
Macrosteles laevis;15.97677125;6;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.88;A;AEG14-KEFAug2017A
Lygus pratensis;21.08984515;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;2.88;A;AEG14-KEFAug2017A
Deltocephalus pulicaris;1.400386152;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.88;A;AEG14-KEFAug2017A
Polymerus unifasciatus;33.51905877;4;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;2.88;A;AEG14-KEFAug2017A
Megadelphax sordidulus;7.476403887;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Megadelphax;sordidulus;;4.15;h;2.88;A;AEG14-KEFAug2017A
Trigonotylus caelestialium;33.51905877;4;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;2.88;A;AEG14-KEFAug2017A
Longitarsus succineus;0.612881572;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;2.88;A;AEG14-KEFAug2017A
Euscelis incisus;5.685377537;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;2.88;A;AEG14-KEFAug2017A
Erigone dentipalpis;1.700491952;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Araneae;Labidognatha;Linyphiidae;Erigone;dentipalpis;;2.33;c;2.88;A;AEG14-KEFAug2017A
Javesella pellucida;2.575400943;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;2.88;A;AEG14-KEFAug2017A
Longitarsus luridus;0.537274827;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;luridus;;1.85;h;2.88;A;AEG14-KEFAug2017A
Longitarsus pratensis;0.373683633;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;2.88;A;AEG14-KEFAug2017A
Trigonotylus caelestialium;16.75952939;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;2.88;B;AEG14-KEFAug2017B
Orius majusculus;1.429242785;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Anthocoridae;Orius;majusculus;;2.8;c;2.88;B;AEG14-KEFAug2017B
Longitarsus succineus;1.225763143;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;2.88;B;AEG14-KEFAug2017B
Lygus pratensis;10.54492257;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;2.88;B;AEG14-KEFAug2017B
Deltocephalus pulicaris;1.400386152;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.88;B;AEG14-KEFAug2017B
Macrosteles laevis;5.325590418;2;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.88;B;AEG14-KEFAug2017B
Euscelis incisus;11.37075507;4;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;2.88;B;AEG14-KEFAug2017B
Laodelphax striatellus;2.163586488;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;2.88;B;AEG14-KEFAug2017B
Megadelphax sordidulus;3.738201943;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Megadelphax;sordidulus;;4.15;h;2.88;B;AEG14-KEFAug2017B
Longitarsus pratensis;0.373683633;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;2.88;B;AEG14-KEFAug2017B
Javesella pellucida;2.575400943;1;AEG14-KEFAug2017;ALB;AEG14;AEG14_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;2.88;B;AEG14-KEFAug2017B
Deltocephalus pulicaris;1.400386152;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.88;A;AEG14-KEFJun2017A
Philaenus spumarius;9.371238401;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;2.88;A;AEG14-KEFJun2017A
Aleochara curtula;2.967758413;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Coleoptera;Polyphaga;Staphylinidae;Aleochara;curtula;;6;c;2.88;A;AEG14-KEFJun2017A
Erigone atra;1.551582044;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Araneae;Labidognatha;Linyphiidae;Erigone;atra;;2.25;c;2.88;A;AEG14-KEFJun2017A
Meioneta rurestris;22.4358303;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Araneae;Labidognatha;Linyphiidae;Meioneta;rurestris;;6.23;c;2.88;A;AEG14-KEFJun2017A
Macrosteles laevis;2.662795209;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.88;A;AEG14-KEFJun2017A
Euscelis incisus;2.842688769;1;AEG14-KEFJun2017;ALB;AEG14;AEG14_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;2.88;B;AEG14-KEFJun2017B
Errastunus ocellaris;2.242626293;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;3.48;A;AEG15-KEFAug2017A
Lygus rugulipennis;24.839104;4;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;rugulipennis;;5.2;o;3.48;A;AEG15-KEFAug2017A
Scymnus frontalis;1.140901002;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Coleoptera;Polyphaga;Coccinellidae;Scymnus;frontalis;;2.5;c;3.48;A;AEG15-KEFAug2017A
Polymerus unifasciatus;33.51905877;4;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;3.48;A;AEG15-KEFAug2017A
Dicranotropis hamata;3.029449111;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Dicranotropis;hamata;;3.8;h;3.48;A;AEG15-KEFAug2017A
Deltocephalus pulicaris;5.601544607;4;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;3.48;A;AEG15-KEFAug2017A
Laodelphax striatellus;4.327172977;2;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;3.48;A;AEG15-KEFAug2017A
Notostira erratica;45.84499283;3;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Notostira;erratica;;7.6;h;3.48;A;AEG15-KEFAug2017A
Macrosteles laevis;2.662795209;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;3.48;A;AEG15-KEFAug2017A
Macrosteles cristatus;2.935206124;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;3.48;A;AEG15-KEFAug2017A
Javesella pellucida;2.575400943;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;3.48;A;AEG15-KEFAug2017A
Zyginidia scutellaris;1.524964859;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Zyginidia;scutellaris;;2.85;h;3.48;A;AEG15-KEFAug2017A
Arthaldeus pascuellus;2.489696185;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;3.48;A;AEG15-KEFAug2017A
Chaetocnema concinna;0.737684157;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Chaetocnema;concinna;;2.1;h;3.48;A;AEG15-KEFAug2017A
Zyginidia scutellaris;1.524964859;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Zyginidia;scutellaris;;2.85;h;3.48;B;AEG15-KEFAug2017B
Macrosteles laevis;18.63956646;7;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;3.48;B;AEG15-KEFAug2017B
Notostira erratica;152.8166428;10;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Notostira;erratica;;7.6;h;3.48;B;AEG15-KEFAug2017B
Polymerus unifasciatus;41.89882346;5;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;3.48;B;AEG15-KEFAug2017B
Lygus rugulipennis;31.04887999;5;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;rugulipennis;;5.2;o;3.48;B;AEG15-KEFAug2017B
Charagochilus gyllenhalii;2.950030287;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Charagochilus;gyllenhalii;;3.8;h;3.48;B;AEG15-KEFAug2017B
Macrosteles cristatus;11.7408245;4;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;3.48;B;AEG15-KEFAug2017B
Laodelphax striatellus;8.654345953;4;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;3.48;B;AEG15-KEFAug2017B
Tytthus pygmaeus;1.311071003;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Tytthus;pygmaeus;;2.7;c;3.48;B;AEG15-KEFAug2017B
Psylliodes napi;1.319890584;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Psylliodes;napi;;2.65;h;3.48;B;AEG15-KEFAug2017B
Psammotettix alienus;3.738201942;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;alienus;;4.15;h;3.48;B;AEG15-KEFAug2017B
Deltocephalus pulicaris;2.800772304;2;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;3.48;B;AEG15-KEFAug2017B
Chaetocnema concinna;0.737684157;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Chaetocnema;concinna;;2.1;h;3.48;B;AEG15-KEFAug2017B
Chorthippus parallelus;160.5841839;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;3.48;B;AEG15-KEFAug2017B
Pentatoma rufipes;59.74231297;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Heteroptera;Pentatomidae;Pentatoma;rufipes;;13.5;o;3.48;B;AEG15-KEFAug2017B
Errastunus ocellaris;2.242626293;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;3.48;B;AEG15-KEFAug2017B
Meioneta rurestris;22.4358303;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Araneae;Labidognatha;Linyphiidae;Meioneta;rurestris;;6.23;c;3.48;B;AEG15-KEFAug2017B
Longitarsus pratensis;0.373683633;1;AEG15-KEFAug2017;ALB;AEG15;AEG15_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;3.48;B;AEG15-KEFAug2017B
Meligethes aeneus;0.737684157;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;3.48;A;AEG15-KEFJun2017A
Chorthippus parallelus;1124.089287;7;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;3.48;A;AEG15-KEFJun2017A
Laodelphax striatellus;4.327172976;2;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;3.48;A;AEG15-KEFJun2017A
Arthaldeus pascuellus;2.489696185;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;3.48;A;AEG15-KEFJun2017A
Tiso vagans;1.184573758;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Araneae;Labidognatha;Linyphiidae;Tiso;vagans;;2.03;c;3.48;A;AEG15-KEFJun2017A
Javesella pellucida;2.575400943;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;3.48;A;AEG15-KEFJun2017A
Euscelis incisus;5.685377535;2;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;3.48;A;AEG15-KEFJun2017A
Acanthodelphax spinosus;0.655024539;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Acanthodelphax;spinosus;;2;h;3.48;A;AEG15-KEFJun2017A
Rhamphus pulicarius;0.434863295;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Curculionidae;Rhamphus;pulicarius;;1.7;h;3.48;A;AEG15-KEFJun2017A
Empoasca vitis;2.405671709;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Empoasca;vitis;;3.45;h;3.48;A;AEG15-KEFJun2017A
Rutpela maculata;137.8328551;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Cerambycidae;Rutpela;maculata;;17;o;3.48;A;AEG15-KEFJun2017A
Zyginidia scutellaris;1.524964859;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Zyginidia;scutellaris;;2.85;h;3.48;B;AEG15-KEFJun2017B
Protapion apricans;1.084686855;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Apionidae;Protapion;apricans;;2.45;h;3.48;B;AEG15-KEFJun2017B
Chorthippus parallelus;963.5051035;6;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;3.48;B;AEG15-KEFJun2017B
Euscelis incisus;5.685377535;2;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;3.48;B;AEG15-KEFJun2017B
Laodelphax striatellus;2.163586488;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;3.48;B;AEG15-KEFJun2017B
Acanthodelphax spinosus;0.655024539;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Acanthodelphax;spinosus;;2;h;3.48;B;AEG15-KEFJun2017B
Cantharis fulvicollis;11.28485345;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Cantharidae;Cantharis;fulvicollis;;6.25;c;3.48;B;AEG15-KEFJun2017B
Araniella cucurbitina;16.47391128;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Araneae;Labidognatha;Araneidae;Araniella;cucurbitina;;5.5;c;3.48;B;AEG15-KEFJun2017B
Deltocephalus pulicaris;1.400386152;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;3.48;B;AEG15-KEFJun2017B
Ischnopterapion virens;0.828703408;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Apionidae;Ischnopterapion;virens;;2.2;h;3.48;B;AEG15-KEFJun2017B
Rutpela maculata;137.8328551;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Coleoptera;Polyphaga;Cerambycidae;Rutpela;maculata;;17;o;3.48;B;AEG15-KEFJun2017B
Cixius nervosus;15.3425015;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Hemiptera;Fulgoromorpha;Cixiidae;Cixius;nervosus;;7.5;h;3.48;B;AEG15-KEFJun2017B
Paidiscura pallens;0.572774316;1;AEG15-KEFJun2017;ALB;AEG15;AEG15_2017;Jun;2017;Araneae;Labidognatha;Theridiidae;Paidiscura;pallens;;1.58;c;3.48;B;AEG15-KEFJun2017B
Longitarsus succineus;1.225763143;2;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;1.67;A;AEG16-KEFJun2017A
Chaetocnema hortensis;0.574331658;1;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Chaetocnema;hortensis;;1.9;h;1.67;A;AEG16-KEFJun2017A
Neocrepidodera ferruginea;2.198974969;1;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Neocrepidodera;ferruginea;;3.25;h;1.67;A;AEG16-KEFJun2017A
Dicranotropis hamata;3.029449111;1;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Dicranotropis;hamata;;3.8;h;1.67;A;AEG16-KEFJun2017A
Neottiura bimaculata;1.97084488;1;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Araneae;Labidognatha;Theridiidae;Neottiura;bimaculata;;2.5;c;1.67;B;AEG16-KEFJun2017B
Deltocephalus pulicaris;2.800772304;2;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;1.67;B;AEG16-KEFJun2017B
Ischnopterapion virens;0.828703408;1;AEG16-KEFJun2017;ALB;AEG16;AEG16_2017;Jun;2017;Coleoptera;Polyphaga;Apionidae;Ischnopterapion;virens;;2.2;h;1.67;B;AEG16-KEFJun2017B
Lygus pratensis;10.54492257;1;AEG16-KEFAug2017;ALB;AEG16;AEG16_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;1.67;A;AEG16-KEFAug2017A
Philaenus spumarius;9.371238401;1;AEG16-KEFAug2017;ALB;AEG16;AEG16_2017;Aug;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.67;A;AEG16-KEFAug2017A
Eupteryx aurata;3.223147291;1;AEG16-KEFAug2017;ALB;AEG16;AEG16_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Eupteryx;aurata;;3.9;h;1.67;A;AEG16-KEFAug2017A
Euscelis incisus;2.842688769;1;AEG16-KEFAug2017;ALB;AEG16;AEG16_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;1.67;A;AEG16-KEFAug2017A
Trigonotylus caelestialium;8.379764693;1;AEG16-KEFAug2017;ALB;AEG16;AEG16_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Trigonotylus;caelestialium;;5.9;h;1.67;B;AEG16-KEFAug2017B
