species;biomass;count;year;plot;month;sampling;epitheton;genus;tribus;subfamily;family;order;class;length;feeding_guild;TrapID;replicate;Rep_ID
Emelyanoviana mollicula;2.010424871;1;2010;B3A20;May;2010 main suction Jun 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B3A20_May;A;2010_B3A20_MayA
Brassicogethes aeneus;0.737684157;1;2010;B3A20;May;2010 main suction Jun 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B3A20_May;A;2010_B3A20_MayA
Pteromalidae;16.55328519;1;2010;B3A20;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B3A20_May;A;2010_B3A20_MayA
Eupteryx atropunctata;3.029449111;1;2010;B3A20;May;2010 main suction Jun 1 B;atropunctata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.8;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Emelyanoviana mollicula;2.010424871;1;2010;B3A20;May;2010 main suction Jun 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Encyrtidae;0.148035728;1;2010;B3A20;May;2010 main suction Jun 1 A;;;NA;;Encyrtidae;Hymenoptera;Insecta;1.65;predator;2010_B3A20_May;B;2010_B3A20_MayB
Brassicogethes aeneus;0.737684157;1;2010;B3A20;May;2010 main suction Jun 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Diplazontinae;4.970482639;1;2010;B3A20;May;2010 main suction Jun 1 A;;;NA;Diplazontinae;Ichneumonidae;Hymenoptera;Insecta;6.25;predator;2010_B3A20_May;B;2010_B3A20_MayB
Genistogethes carinulatus;0.50169126;1;2010;B3A20;May;2010 main suction Jun 1 B;carinulatus;Genistogethes;NA;;Nitidulidae;Coleoptera;Insecta;1.8;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Eupteryx notata;1.045868373;1;2010;B3A20;May;2010 main suction Jun 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Cortinicara gibbosa;0.244323227;1;2010;B3A20;May;2010 main suction Jun 1 A;gibbosa;Cortinicara;NA;;Latridiidae;Coleoptera;Insecta;1.35;detritivore;2010_B3A20_May;B;2010_B3A20_MayB
Tetragnatha extensa;58.05381055;1;2010;B3A20;May;2010 main suction Jun 1 B;extensa;Tetragnatha;NA;;Tetragnathidae;Araneae;Arachnida;8.78;predator;2010_B3A20_May;B;2010_B3A20_MayB
Bruchus luteicornis;0.782399543;1;2010;B3A20;May;2010 main suction Jun 1 A;luteicornis;Bruchus;NA;;Chrysomelidae;Coleoptera;Insecta;2.15;herbivore;2010_B3A20_May;B;2010_B3A20_MayB
Brassicogethes aeneus;2.21305247;3;2010;B4A01;May;2010 main suction Jun 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B4A01_May;A;2010_B4A01_MayA
Eulophidae;0.096776809;1;2010;B4A01;May;2010 main suction Jun 1 A;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B4A01_May;A;2010_B4A01_MayA
Tetragnatha extensa;58.05381055;1;2010;B4A01;May;2010 main suction Jun 1 A;extensa;Tetragnatha;NA;;Tetragnathidae;Araneae;Arachnida;8.78;predator;2010_B4A01_May;A;2010_B4A01_MayA
Longitarsus noricus;1.118210726;1;2010;B4A01;May;2010 main suction Jun 1 B;noricus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.48;herbivore;2010_B4A01_May;A;2010_B4A01_MayA
Ichneumoninae;25.85526069;1;2010;B4A01;May;2010 main suction Jun 1 B;;;NA;Ichneumoninae;Ichneumonidae;Hymenoptera;Insecta;12.5;predator;2010_B4A01_May;A;2010_B4A01_MayA
Braconinae;5.087975514;1;2010;B4A01;May;2010 main suction Jun 1 A;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B4A01_May;A;2010_B4A01_MayA
Platygastridae;0.976187492;2;2010;B4A01;May;2010 main suction Jun 1 B;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B4A01_May;B;2010_B4A01_MayB
Eupteryx notata;3.13760512;3;2010;B4A01;May;2010 main suction Jun 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B4A01_May;B;2010_B4A01_MayB
Atomaria linearis;0.258129473;1;2010;B4A01;May;2010 main suction Jun 1 B;linearis;Atomaria;NA;;Cryptophagidae;Coleoptera;Insecta;1.38;detritivore;2010_B4A01_May;B;2010_B4A01_MayB
Scelionidae;1.416894724;1;2010;B4A01;May;2010 main suction Jun 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B4A01_May;B;2010_B4A01_MayB
Megophthalmus scanica;3.585662526;2;2010;B4A01;May;2010 main suction Jun 1 B;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2010_B4A01_May;B;2010_B4A01_MayB
Alysiinae;1.810951427;2;2010;B4A01;May;2010 main suction Jun 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B4A01_May;B;2010_B4A01_MayB
Pteromalidae;33.10657038;2;2010;B4A01;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A01_May;B;2010_B4A01_MayB
Alysiinae;3.621902855;4;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B3A23_May;A;2010_B3A23_MayA
Pteromalidae;49.65985559;3;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B3A23_May;A;2010_B3A23_MayA
Megophthalmus scanica;3.585662526;2;2010;B3A23;May;2010 main suction Jun 1 A;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Megasternum concinnum;0.612881572;1;2010;B3A23;May;2010 main suction Jun 1 A;concinnum;Megasternum;NA;;Hydrophilidae;Coleoptera;Insecta;1.95;omnivore;2010_B3A23_May;A;2010_B3A23_MayA
Protapion fulvipes;1.305888252;2;2010;B3A23;May;2010 main suction Jun 1 B;fulvipes;Protapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Ischnopterapion virens;0.612881572;1;2010;B3A23;May;2010 main suction Jun 1 B;virens;Ischnopterapion;NA;;Apionidae;Coleoptera;Insecta;1.95;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Eulophidae;0.096776809;1;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B3A23_May;A;2010_B3A23_MayA
Tetragnatha extensa;116.1076211;2;2010;B3A23;May;2010 main suction Jun 1 A;extensa;Tetragnatha;NA;;Tetragnathidae;Araneae;Arachnida;8.78;predator;2010_B3A23_May;A;2010_B3A23_MayA
Mymaridae;0.006147203;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B3A23_May;A;2010_B3A23_MayA
Epuraea aestiva;1.922495544;1;2010;B3A23;May;2010 main suction Jun 1 A;aestiva;Epuraea;NA;;Nitidulidae;Coleoptera;Insecta;3.08;omnivore;2010_B3A23_May;A;2010_B3A23_MayA
Eucoilidae;0.833235715;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;;Eucoilidae;Hymenoptera;Insecta;2.925;predator;2010_B3A23_May;A;2010_B3A23_MayA
Opiinae;0.843112406;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;Opiinae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B3A23_May;A;2010_B3A23_MayA
Eupteryx vittata;2.010424871;1;2010;B3A23;May;2010 main suction Jun 1 B;vittata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Euscelis incisus;3.109309509;1;2010;B3A23;May;2010 main suction Jun 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Macrosteles laevis;2.842688769;1;2010;B3A23;May;2010 main suction Jun 1 B;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Atomaria linearis;0.258129473;1;2010;B3A23;May;2010 main suction Jun 1 A;linearis;Atomaria;NA;;Cryptophagidae;Coleoptera;Insecta;1.38;detritivore;2010_B3A23_May;A;2010_B3A23_MayA
Pimplinae;50.04887309;1;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;Pimplinae;Ichneumonidae;Hymenoptera;Insecta;16.5;predator;2010_B3A23_May;A;2010_B3A23_MayA
Cryptinae;17.07691208;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2010_B3A23_May;A;2010_B3A23_MayA
Cortinicara gibbosa;0.244323227;1;2010;B3A23;May;2010 main suction Jun 1 B;gibbosa;Cortinicara;NA;;Latridiidae;Coleoptera;Insecta;1.35;detritivore;2010_B3A23_May;A;2010_B3A23_MayA
Brassicogethes aeneus;0.737684157;1;2010;B3A23;May;2010 main suction Jun 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B3A23_May;A;2010_B3A23_MayA
Pteromalidae;16.5532852;1;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B3A23_May;B;2010_B3A23_MayB
Longitarsus luridus;0.537274827;1;2010;B3A23;May;2010 main suction Jun 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Cortinicara gibbosa;0.244323227;1;2010;B3A23;May;2010 main suction Jun 1 B;gibbosa;Cortinicara;NA;;Latridiidae;Coleoptera;Insecta;1.35;detritivore;2010_B3A23_May;B;2010_B3A23_MayB
Mymaridae;0.012294406;2;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B3A23_May;B;2010_B3A23_MayB
Orthocentrinae;1.011001496;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;Orthocentrinae;Ichneumonidae;Hymenoptera;Insecta;3.2;predator;2010_B3A23_May;B;2010_B3A23_MayB
Protapion assimile;0.694538631;1;2010;B3A23;May;2010 main suction Jun 1 A;assimile;Protapion;NA;;Apionidae;Coleoptera;Insecta;2.05;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Alysiinae;2.716427141;3;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B3A23_May;B;2010_B3A23_MayB
Euscelis incisus;3.109309509;1;2010;B3A23;May;2010 main suction Jun 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Javesella pellucida;5.964222717;2;2010;B3A23;May;2010 main suction Jun 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Scelionidae;1.416894724;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B3A23_May;B;2010_B3A23_MayB
Cynipidae;2.573225171;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;;Cynipidae;Hymenoptera;Insecta;4.25;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Doryctinae;16.9988618;1;2010;B3A23;May;2010 main suction Jun 1 A;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2010_B3A23_May;B;2010_B3A23_MayB
Longitarsus atricillus;1.140901002;1;2010;B3A23;May;2010 main suction Jun 1 A;atricillus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.5;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Ischnopterapion virens;1.225763144;2;2010;B3A23;May;2010 main suction Jun 1 B;virens;Ischnopterapion;NA;;Apionidae;Coleoptera;Insecta;1.95;herbivore;2010_B3A23_May;B;2010_B3A23_MayB
Platygastridae;0.488093746;1;2010;B3A23;May;2010 main suction Jun 1 B;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B3A23_May;B;2010_B3A23_MayB
Eulophidae;0.096776809;1;2010;B4A11;May;2010 main suction Jun 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B4A11_May;A;2010_B4A11_MayA
Brassicogethes aeneus;0.737684157;1;2010;B4A11;May;2010 main suction Jun 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B4A11_May;A;2010_B4A11_MayA
Brachypterus glaber;0.737684157;1;2010;B4A11;May;2010 main suction Jun 1 A;glaber;Brachypterus;NA;;Curculionidae;Coleoptera;Insecta;2.1;omnivore;2010_B4A11_May;A;2010_B4A11_MayA
Pteromalidae;16.55328519;1;2010;B4A11;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B4A11_May;B;2010_B4A11_MayB
Tetragnatha extensa;116.1076211;2;2010;B4A11;May;2010 main suction Jun 1 A;extensa;Tetragnatha;NA;;Tetragnathidae;Araneae;Arachnida;8.78;predator;2010_B4A11_May;B;2010_B4A11_MayB
Helconinae;15.64926308;1;2010;B4A11;May;2010 main suction Jun 1 B;;;NA;Helconinae;Braconidae;Hymenoptera;Insecta;8.25;predator;2010_B4A11_May;B;2010_B4A11_MayB
Eupteryx atropunctata;3.029449111;1;2010;B4A11;May;2010 main suction Jun 1 A;atropunctata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.8;herbivore;2010_B4A11_May;B;2010_B4A11_MayB
Braconinae;10.17595103;2;2010;B1A02;May;2010 main suction Jun 1 B;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B1A02_May;A;2010_B1A02_MayA
Platygastridae;1.464281237;3;2010;B1A02;May;2010 main suction Jun 1 B;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B1A02_May;A;2010_B1A02_MayA
Emelyanoviana mollicula;4.020849742;2;2010;B1A02;May;2010 main suction Jun 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B1A02_May;A;2010_B1A02_MayA
Paidiscura pallens;0.572774316;1;2010;B1A02;May;2010 main suction Jun 1 A;pallens;Paidiscura;NA;;Theridiidae;Araneae;Arachnida;1.58;predator;2010_B1A02_May;A;2010_B1A02_MayA
Protapion nigritarse;0.935121744;2;2010;B1A02;May;2010 main suction Jun 1 B;nigritarse;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.75;herbivore;2010_B1A02_May;A;2010_B1A02_MayA
Eupteryx atropunctata;3.029449111;1;2010;B1A02;May;2010 main suction Jun 1 A;atropunctata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.8;herbivore;2010_B1A02_May;A;2010_B1A02_MayA
Cryptinae;17.07691208;1;2010;B1A02;May;2010 main suction Jun 1 A;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2010_B1A02_May;B;2010_B1A02_MayB
Mymaridae;0.006147203;1;2010;B1A02;May;2010 main suction Jun 1 B;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B1A02_May;B;2010_B1A02_MayB
Macrosteles laevis;2.842688769;1;2010;B1A02;May;2010 main suction Jun 1 B;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B1A02_May;B;2010_B1A02_MayB
Pteromalidae;82.76642597;5;2010;B1A20;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B1A20_May;A;2010_B1A20_MayA
Brassicogethes aeneus;0.737684157;1;2010;B1A20;May;2010 main suction Jun 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B1A20_May;A;2010_B1A20_MayA
Eupteryx atropunctata;3.029449111;1;2010;B1A20;May;2010 main suction Jun 1 B;atropunctata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.8;herbivore;2010_B1A20_May;A;2010_B1A20_MayA
Emelyanoviana mollicula;6.031274613;3;2010;B1A20;May;2010 main suction Jun 1 A;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B1A20_May;A;2010_B1A20_MayA
Cryptinae;17.07691208;1;2010;B1A20;May;2010 main suction Jun 1 B;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2010_B1A20_May;A;2010_B1A20_MayA
Eupteryx notata;1.045868374;1;2010;B1A20;May;2010 main suction Jun 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B1A20_May;A;2010_B1A20_MayA
Eupelmidae;1.7117239;1;2010;B1A20;May;2010 main suction Jun 1 A;;;NA;;Eupelmidae;Hymenoptera;Insecta;4;predator;2010_B1A20_May;A;2010_B1A20_MayA
Eupteryx vittata;2.010424871;1;2010;B1A20;May;2010 main suction Jun 1 A;vittata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B1A20_May;A;2010_B1A20_MayA
Emelyanoviana mollicula;16.08339897;8;2010;B1A20;May;2010 main suction Jun 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Pteromalidae;33.10657039;2;2010;B1A20;May;2010 main suction Jun 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B1A20_May;B;2010_B1A20_MayB
Alysiinae;1.810951428;2;2010;B1A20;May;2010 main suction Jun 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B1A20_May;B;2010_B1A20_MayB
Protapion trifolii;0.574331658;1;2010;B1A20;May;2010 main suction Jun 1 A;trifolii;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.9;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Eupteryx notata;1.045868374;1;2010;B1A20;May;2010 main suction Jun 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Bombus lapidarius;67.47840394;1;2010;B1A20;May;2010 main suction Jun 1 A;lapidarius;Bombus;NA;;Apidae;Hymenoptera;Insecta;12;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Apion frumentarium;2.250093075;1;2010;B1A20;May;2010 main suction Jun 1 B;frumentarium;Apion;NA;;Apionidae;Coleoptera;Insecta;3.28;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Eupteryx atropunctata;3.029449111;1;2010;B1A20;May;2010 main suction Jun 1 B;atropunctata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;3.8;herbivore;2010_B1A20_May;B;2010_B1A20_MayB
Macrosteles laevis;5.685377535;2;2010;B1A16;May;2010 main suction Jun 1 A;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B1A16_May;A;2010_B1A16_MayA
Trichosirocalus troglodytes;2.397656626;2;2010;B1A16;May;2010 main suction Jun 1 A;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2010_B1A16_May;A;2010_B1A16_MayA
Platygastridae;0.488093746;1;2010;B1A16;May;2010 main suction Jun 1 A;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B1A16_May;A;2010_B1A16_MayA
Drilus concolor;4.962316917;1;2010;B1A16;May;2010 main suction Jun 1 B;concolor;Drilus;NA;;Drilidae;Coleoptera;Insecta;4.5;predator;2010_B1A16_May;A;2010_B1A16_MayA
Eulophidae;0.096776809;1;2010;B1A16;May;2010 main suction Jun 1 A;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B1A16_May;A;2010_B1A16_MayA
Protapion nigritarse;0.467560872;1;2010;B1A16;May;2010 main suction Jun 1 B;nigritarse;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.75;herbivore;2010_B1A16_May;A;2010_B1A16_MayA
Pteromalidae;33.10657038;2;2010;B1A16;May;2010 main suction Jun 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B1A16_May;A;2010_B1A16_MayA
Braconinae;5.087975514;1;2010;B1A16;May;2010 main suction Jun 1 B;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B1A16_May;A;2010_B1A16_MayA
Alysiinae;0.905475714;1;2010;B1A16;May;2010 main suction Jun 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B1A16_May;A;2010_B1A16_MayA
Eupteryx notata;1.045868373;1;2010;B1A16;May;2010 main suction Jun 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Macrosteles laevis;8.528066304;3;2010;B1A16;May;2010 main suction Jun 1 A;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Mocydia croceus;5.624465748;1;2010;B1A16;May;2010 main suction Jun 1 A;croceus;Mocydia;NA;;Cicadellidae;Hemiptera;Insecta;4.925;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Psammotettix helvolus;3.727511544;2;2010;B1A16;May;2010 main suction Jun 1 A;helvolus;Psammotettix;NA;;Cicadellidae;Hemiptera;Insecta;3.1;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Trichosirocalus troglodytes;4.795313253;4;2010;B1A16;May;2010 main suction Jun 1 A;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Mymaridae;0.006147203;1;2010;B1A16;May;2010 main suction Jun 1 A;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B1A16_May;B;2010_B1A16_MayB
Protapion apricans;1.198828313;1;2010;B1A16;May;2010 main suction Jun 1 A;apricans;Protapion;NA;;Apionidae;Coleoptera;Insecta;2.55;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Catapion seniculus;0.537274827;1;2010;B1A16;May;2010 main suction Jun 1 A;seniculus;Catapion;NA;;Apionidae;Coleoptera;Insecta;1.85;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Cryptinae;17.07691208;1;2010;B1A16;May;2010 main suction Jun 1 A;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2010_B1A16_May;B;2010_B1A16_MayB
Euscelis incisus;3.109309509;1;2010;B1A16;May;2010 main suction Jun 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Ribautodelphax albostriata;2.124683142;1;2010;B1A16;May;2010 main suction Jun 1 A;albostriata;Ribautodelphax;NA;;Delphacidae;Hemiptera;Insecta;3.275;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Emelyanoviana mollicula;2.010424871;1;2010;B1A16;May;2010 main suction Jun 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Protapion nigritarse;0.467560872;1;2010;B1A16;May;2010 main suction Jun 1 B;nigritarse;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.75;herbivore;2010_B1A16_May;B;2010_B1A16_MayB
Trichosirocalus troglodytes;7.192969879;6;2010;B3A02;May;2010 main suction Jun 1 B;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Macrosteles laevis;2.842688769;1;2010;B3A02;May;2010 main suction Jun 1 A;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Eupteryx notata;1.045868373;1;2010;B3A02;May;2010 main suction Jun 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Protapion fulvipes;0.652944126;1;2010;B3A02;May;2010 main suction Jun 1 B;fulvipes;Protapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Emelyanoviana mollicula;2.010424871;1;2010;B3A02;May;2010 main suction Jun 1 A;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Alysiinae;2.716427141;3;2010;B3A02;May;2010 main suction Jun 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B3A02_May;A;2010_B3A02_MayA
Eulophidae;0.096776809;1;2010;B3A02;May;2010 main suction Jun 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B3A02_May;A;2010_B3A02_MayA
Lamprobyrrhulus nitidus;1.800032134;1;2010;B3A02;May;2010 main suction Jun 1 B;nitidus;Lamprobyrrhulus;NA;;Byrrhidae;Coleoptera;Insecta;3;herbivore;2010_B3A02_May;A;2010_B3A02_MayA
Trichosirocalus troglodytes;5.994141566;5;2010;B3A02;May;2010 main suction Jun 1 A;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2010_B3A02_May;B;2010_B3A02_MayB
Alysiinae;1.810951427;2;2010;B3A02;May;2010 main suction Jun 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B3A02_May;B;2010_B3A02_MayB
Lamprobyrrhulus nitidus;1.800032134;1;2010;B3A02;May;2010 main suction Jun 1 A;nitidus;Lamprobyrrhulus;NA;;Byrrhidae;Coleoptera;Insecta;3;herbivore;2010_B3A02_May;B;2010_B3A02_MayB
Eulophidae;0.193553618;2;2010;B3A02;May;2010 main suction Jun 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B3A02_May;B;2010_B3A02_MayB
Platygastridae;0.488093746;1;2010;B3A02;May;2010 main suction Jun 1 B;;;NA;;Platygastridae;Hymenoptera;Insecta;2.45;predator;2010_B3A02_May;B;2010_B3A02_MayB
Eupteryx notata;1.045868373;1;2010;B3A02;May;2010 main suction Jun 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B3A02_May;B;2010_B3A02_MayB
Euscelis incisus;3.109309509;1;2010;B3A02;May;2010 main suction Jun 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A02_May;B;2010_B3A02_MayB
